"id","inspectorate","province","date","calculate_natsum","calculate_aqusum","calculate_totalsum","calculate_sumpro","fisher_fishermen","fisher_fisherwomen","fisher_fishfarmer","fisher_fishfarmerwomen","fisher_pond","fisher_pondsize","fisher_processor","fisher_processwomen","xformidstring","uuid","status","geolocation","calculatepatrol_sumcrime","calculatepatrol_sumexhibit","calculatepatrol_sumenforce","calculate001_sumcrime","calculate001_sumexhibit","calculate001_sumenforce","law_enforcement","law_amount","calculate_sumnatural","calculate_sumaqualculture","calculate_totalnaturalaqaulculture","calculate_sumprocessing"
469141442,2,"14","2023-01-31",5000,224,5224,402,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","16712272-5802-4b60-9dc4-a208145795f8","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469696777,2,"12","2023-08-22",7,650,657,86,0,0,65,10,166,103,11,5,"aLQEf7RcyAYyquCRdDCr4J","ea7949ad-48ed-4b8a-9f44-c3df74e16c86","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469811168,3,"24","2023-08-18",0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","efa9e011-dfbf-429c-adb7-d2ecdfb201f4","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471211979,1,"3","2023-08-15",589,184,773,2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","46774cb9-9e38-4190-b515-ea4a6be1fc4a","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,"88",0,NA,NA,NA,NA
471214565,3,"4","2023-08-25",377,46,423,67,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","5f85dbc9-2eb8-402a-9682-9a864b31886d","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471215027,4,"6","2023-08-25",558,1362,1920,274,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","5df0bb93-fc99-478c-8de9-e4d117594ce4","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471220058,2,"21","2023-08-25",543,378,921,38,49800,1350,9155,1373,23000,575,1950,1365,"aLQEf7RcyAYyquCRdDCr4J","1c77175c-30e3-476f-a05d-6f3f2287d28f","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471228711,1,"3","2023-08-22",553,628,1181,1,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","43489715-f971-4d52-ad05-fa2cf69596ea","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471232365,2,"20","2023-08-25",487,200,687,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b344260c-5b09-4b1e-8bfe-c097d653c7b3","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471254396,5,"23","2023-08-25",87,6,93,18,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","fb42266a-7e72-4335-81e9-5c92cbe43a5a","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471266647,4,"17","2023-08-25",833,640,1473,102,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","a9638448-a75a-4f6c-ba4e-56a8e01272b2","submitted_via_web","null, null",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
471278571,1,"19","2023-08-25",168,27,195,12,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","8f62f8c5-9219-4ee2-bcac-fb95e4b32779","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471285037,1,"25","2023-08-25",44,274,318,4,1410,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","ee5bf389-bfa4-44b5-99ee-c27b186c4123","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471328395,1,"11","2023-08-31",8,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","73eb67a9-4390-40a2-b506-010cb7708d54","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471331265,1,"10","2023-08-25",152,85,237,4,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","00ee862f-291b-496d-8d70-9b3706658aa8","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471362467,1,"16","2023-08-25",29,4,33,1,18000,5000,286,20,300,30000,200,190,"aLQEf7RcyAYyquCRdDCr4J","1294af78-b3fd-4734-9c96-0a825661df0c","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471588202,3,"2","2023-08-04",0,0,0,0,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","ce015f43-1ec0-497f-9f59-63acc6a7c446","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471589271,3,"2","2023-08-11",0,0,0,0,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","0b3da2f4-a8f2-4ceb-86bf-e753c4038247","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471590358,3,"2","2023-08-18",0,0,0,0,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","4d12eda4-6b78-4b63-8690-6363d8abf4f0","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471595391,3,"2","2023-08-25",2650,1385,4035,367,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","2c25ae92-83d5-436f-9e69-bb8b29074796","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471625149,2,"14","2023-08-31",590,1634,2224,79,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","ed3c1a06-76bf-432d-afbe-ab999f8f9066","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472052584,3,"5","2023-08-25",100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","e5ea0902-814e-4c04-947e-75ed69c1dd91","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472251328,2,"12","2023-08-28",5,580,585,99,0,0,65,10,166,103,11,5,"aLQEf7RcyAYyquCRdDCr4J","a206e45b-fc34-400e-b460-3a047500afad","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472838309,5,"9","2023-08-25",1058,74,1132,47,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2df16176-e142-41ac-925f-14c0c17115b8","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473149858,3,"24","2023-08-25",0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","22b940d4-18be-437d-af19-cdea1d384dd8","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473158544,1,"3","2023-08-29",544,1780,2324,1,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f2ce4712-a999-4836-8f36-5e5dae650d02","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473620444,4,"1","2023-08-31",89,32,121,2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","3c0b2677-7873-449b-a1d5-287af8e8f0a9","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473621622,2,"21","2023-08-31",474,315,789,43,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d31dc915-f50d-408f-9566-4af924bac7b9","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473733694,2,"20","2023-09-01",300,19,319,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","eddd124e-4da2-437a-a6c2-15b9982d4301","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474136282,1,"16","2023-09-01",22,2,24,0,18000,2000,286,20,300,30000,200,190,"aLQEf7RcyAYyquCRdDCr4J","b5619038-870e-4b61-bd81-b5397fe45304","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474143189,3,"4","2023-09-01",540,94,634,74,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","937d8930-a370-441a-8afc-3bbda02a651d","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474144612,4,"17","2023-09-01",890,675,1565,85,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","bbb06d05-37e7-491f-8903-1538c5446ea1","submitted_via_web","null, null",5,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
474196501,3,"24","2023-09-01",5,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","29499900-ec41-40f9-a44c-5815b67a824f","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474252779,5,"23","2023-09-01",175,3,178,26,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","77a0460d-cc34-4682-9678-9906c33e5570","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474377123,5,"9","2023-09-01",1060,73,1133,48,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","cceeac54-cc8e-47ea-bc33-51605eec11ef","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474536208,1,"10","2023-08-31",167,82,249,5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","21ceda1c-1b09-45cf-8bb2-deeb36a0da95","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474635131,2,"8","2023-08-31",435,4439,4874,6,32254,8063,638,287,549,104,12092,9069,"aLQEf7RcyAYyquCRdDCr4J","422891aa-0d2e-4c06-b121-d763116f8ba8","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475162549,1,"19","2023-09-08",33,0,33,10,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","6800fc0d-da09-4088-bf9c-678d8af6fbf2","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475547344,1,"16","2023-09-08",22,3,25,0,18000,5000,286,20,300,30000,200,190,"aLQEf7RcyAYyquCRdDCr4J","3c0d11ae-8395-4dfb-98bd-ecb56c66f389","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475601462,3,"5","2023-09-01",99,0,99,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","371374ac-beb4-4592-96a3-c2a5d552b56c","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475911706,1,"3","2023-09-06",576,175,751,2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","39633b0b-ef9b-45fc-81b8-19b41aa737fd","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476716994,4,"6","2023-09-08",485,1842,2327,251,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","fb048c61-3a4a-49c9-b370-400d2cc0dffa","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476724210,2,"20","2023-09-08",155,602,757,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","3891b6a1-73b4-4c76-a877-04aef7d79e3f","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476732954,4,"17","2023-09-08",1290,640,1930,76,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","e2a2d4da-5986-4283-ba4e-832c1c2033ee","submitted_via_web","null, null",5,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
476777944,3,"4","2023-09-08",397,56,453,86,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b1b4ce3f-4475-436c-822a-720eb7258ceb","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477094709,4,"1","2023-09-07",70,52,122,2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2f758c2f-e474-447c-b447-bd0febd8ef85","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477135380,1,"10","2023-09-08",137,81,218,4,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","492a9400-02e3-41ef-84b8-5772605790b6","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477654289,3,"5","2023-09-08",100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b8d73d87-d717-47ed-b26b-cc741c862a9a","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477860154,5,"9","2023-09-08",1060,71,1131,46,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","94eaf4aa-657f-403b-b5e2-2597cc9d8fef","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478298729,5,"23","2023-09-08",155,5,160,100,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","22911190-366c-457c-b89e-7c35fa989c69","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478384724,1,"25","2023-09-08",32,252,284,3,1167,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","18aa7ddc-8abf-4eb2-b558-4d26898de92f","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478764032,2,"21","2023-09-08",355,305,660,147,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","60c760aa-e096-41a1-b8a4-3d7eb10c080b","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478764925,2,"20","2023-09-15",123,18,141,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","c318cf31-026c-45ae-a72d-a0652c2726d0","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479222768,2,"12","2023-09-07",7,700,707,106,0,0,65,10,166,103,11,5,"aLQEf7RcyAYyquCRdDCr4J","d2fe645e-4705-469d-80bc-f083009f24f3","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479224347,1,"16","2023-09-15",22,2,24,1,18000,5000,286,20,300,30000,200,190,"aLQEf7RcyAYyquCRdDCr4J","c88fa545-6cef-4cc3-a12b-c43afca453bd","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479224838,2,"12","2023-09-14",9,880,889,103,0,0,65,10,166,103,11,5,"aLQEf7RcyAYyquCRdDCr4J","a22b927a-1741-4d60-bbc2-6af0b5c8c5c5","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479305528,3,"24","2023-09-15",1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","97d95fa3-aecc-4db1-bbe3-75d50f631206","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479328691,4,"1","2023-09-14",85,53,138,3,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f9d04790-ddad-4cc0-8bb8-1012eb64f252","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479677859,3,"4","2023-09-15",717,133,850,71,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d2f023bf-1a1a-4be7-bb3b-e48ed18b3a81","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479697101,1,"19","2023-09-15",33,22,55,10,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d7e6c540-3a9e-4f91-92d6-1d2d981f1355","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479718907,4,"17","2023-09-15",1090,606,1696,78,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","52968db4-b8dd-42c4-8e4a-f2c5cbeaba7f","submitted_via_web","null, null",8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
479772850,1,"3","2023-09-12",588,277,865,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","0010ec45-8300-41f5-8017-132f2f1ea71b","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480009024,1,"10","2023-09-15",145,61,206,3,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","4abfdae9-3b4c-481d-b0af-38e3fc8ffe80","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480169272,4,"6","2023-09-15",512,1339,1851,230,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","bf2d31b6-c5e3-4a15-be12-8d992b6dee2e","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480584626,2,"21","2023-09-15",284,293,577,32,49800,1350,9155,1373,23000,575,1950,1365,"aLQEf7RcyAYyquCRdDCr4J","ce295b27-5f29-4008-b0f2-e4d39d3cdc36","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480589964,3,"2","2023-09-08",0,0,0,0,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","35a4476a-9ea1-4572-b228-e83051de112d","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480590328,3,"2","2023-09-15",0,0,0,0,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","f2a031aa-b13c-46b8-b37f-0376d70b0345","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480592572,5,"9","2023-09-15",1051,67,1118,48,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","76800f93-1a3c-4f56-9ebe-529a7cefbc5b","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480646470,5,"18","2023-08-31",1042,293,1335,50,NA,NA,0,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","bac4379e-ea91-49cc-9e03-268a6606fd7f","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480648882,3,"5","2023-09-15",110,0,110,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f9c003d7-144d-4ef8-a774-219d72cdafae","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480681231,1,"25","2023-09-15",38,269,307,3,1453,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","1f936a98-0539-4f22-b2c6-1f2b1d6ef433","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481944359,4,"1","2023-09-21",150,54,204,2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","a7942855-cd08-4570-a367-c4b4c804d633","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482110499,4,"6","2023-09-22",493,1335,1828,200,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","ec20b8d1-a749-4e10-8add-55505442542c","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482418774,2,"21","2023-09-22",331,400,731,38,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","29536d76-ab45-451d-adcf-d63040343912","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482419756,1,"3","2023-09-19",502,689,1191,1,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","09416785-e47a-48f8-95d8-1038c0fb4a0d","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482425439,3,"4","2023-09-22",502,63,565,77,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","a26c0a93-3631-4227-a3c8-05a7ead4ad48","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482437083,2,"20","2023-09-22",250,22,272,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","31de6ced-aec4-4423-b899-861b6833002e","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482455994,4,"17","2023-09-22",1090,606,1696,78,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","3b09310d-6d7d-463f-993e-4f685937dd5d","submitted_via_web","null, null",5,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
482468520,1,"19","2023-09-22",123,12,135,15,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","68a58144-a695-4eb1-aa79-10e68f31ff99","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482490985,1,"11","2023-09-15",11,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","48c42f54-2ed3-48cf-8d67-dac76534bf99","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482494247,1,"11","2023-09-22",14,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","af75c4b8-48d6-4bc2-a093-5a9413aee6dd","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482616640,2,"8","2023-10-31",559,6909,7468,8,32253,8063,638,287,549,104,12092,9069,"aLQEf7RcyAYyquCRdDCr4J","f2402cea-65ba-44f7-9e76-579953fac95d","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482754322,3,"15","2023-08-25",155,158,313,9,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","7b3c169d-cbb2-4dfa-a3d8-4162f80ebfdb","submitted_via_web","null, null",11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
482754715,3,"15","2023-08-31",150,155,305,8,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f4101441-f927-4df5-ad59-075452cf44bc","submitted_via_web","null, null",7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
482770294,1,"16","2023-09-22",20,3,23,1,18000,5000,286,20,300,30000,200,190,"aLQEf7RcyAYyquCRdDCr4J","62f95cf3-28ea-4d7a-a267-3c46d2bd2f22","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483078903,4,"13","2023-09-07",70,1375,1445,2000,4034,394,170,0,120,0,135,0,"aLQEf7RcyAYyquCRdDCr4J","593c614d-4f22-44b0-9607-b3edf8d69d64","submitted_via_web","null, null",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
483079088,4,"13","2023-09-14",70,1375,1445,2000,4034,394,170,0,120,0,135,0,"aLQEf7RcyAYyquCRdDCr4J","a9acaa17-d542-4223-a4c5-b13fef684340","submitted_via_web","null, null",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
483079280,4,"13","2023-09-21",70,1375,1445,2000,4034,394,170,0,120,0,135,0,"aLQEf7RcyAYyquCRdDCr4J","aab5f5d7-570a-4e4a-b748-91ba71752cc1","submitted_via_web","null, null",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
483079572,4,"13","2023-09-28",70,1375,1445,2000,4034,394,170,0,120,0,135,0,"aLQEf7RcyAYyquCRdDCr4J","51d9bae8-b765-4930-8caf-0b77459db387","submitted_via_web","null, null",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
483081689,1,"10","2023-09-22",150,70,220,3,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2f3acfb8-6db1-4ef1-bbe2-5abf2910589d","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483143865,5,"18","2023-09-08",1165,126,1291,65,NA,NA,0,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f6aede12-fc70-4d99-b8ba-493577435c1c","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483411424,5,"18","2023-09-15",1145,413,1558,50,NA,NA,0,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2a6f5dc7-d84f-4bcb-82ab-42b8667ad985","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483411533,5,"18","2023-09-22",1145,384,1529,50,NA,NA,0,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","1f6c6cd9-8371-4efb-a79d-56ecf03a14ee","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483424016,3,"24","2023-09-22",6,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f1a82baa-ee59-4fbe-bf45-f0c378368c96","submitted_via_web","null, null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
