"id","aqufishcatch_areaaqu","aqufishcatch_aqufishtype","aqufishcatch_aqucatch","aqufishcatch_aquprice","aqufishcatch_aqutype","date","province","uuid"
490462673,1,"888",0,12000,"ponds","2023-09-29",23,NA
490462673,1,"888",0,10000,"ponds","2023-09-29",23,NA
490462673,1,"39",1,8000,"ponds","2023-09-29",23,NA
490462673,1,"6",1,12000,"ponds","2023-09-29",23,NA
490462673,1,"30",0,10000,"ponds","2023-09-29",23,NA
490462673,1,"77",1,12000,"pool","2023-09-29",23,NA
490462673,2,"FM003",1,14000,"batches","2023-09-29",23,NA
490462673,2,"FM023",0,35000,"ponds","2023-09-29",23,NA
490581171,1,"888",0,10000,"ponds","2023-10-06",23,NA
490581171,1,"49",0,12000,"ponds","2023-10-06",23,NA
490581171,1,"888",0,10000,"ponds","2023-10-06",23,NA
490581171,1,"39",1,8000,"ponds","2023-10-06",23,NA
490581171,1,"6",0,12000,"ponds","2023-10-06",23,NA
490581171,1,"30",0,10000,"ponds","2023-10-06",23,NA
490581171,1,"77",0,12000,"pool","2023-10-06",23,NA
490581171,2,"FM003",1,14000,"ponds","2023-10-06",23,NA
490581171,2,"FM023",0,35000,"ponds","2023-10-06",23,NA
491112578,1,"90",3,8000,"ponds pool plastic","2023-10-13",16,NA
491318937,1,"30",165,8000,"ponds","2023-10-13",20,NA
491341095,1,"8",20,8000,"ponds batches","2023-10-13",4,NA
491341095,1,"39",15,5000,"ponds","2023-10-13",4,NA
491341095,1,"6",13,8000,"ponds batches","2023-10-13",4,NA
491341095,1,"888",4,10000,"ponds","2023-10-13",4,NA
491341095,1,"78",3,20000,"pool","2023-10-13",4,NA
491341095,1,"30",20,5000,"ponds batches","2023-10-13",4,NA
491341095,1,"59",15,9000,"ponds batches","2023-10-13",4,NA
491341095,1,"18",2,10000,"batches","2023-10-13",4,NA
491341095,1,"4",4,40000,"ponds batches","2023-10-13",4,NA
491341095,1,"24",5,10000,"ponds batches","2023-10-13",4,NA
491341095,1,"12",4,12000,"ponds","2023-10-13",4,NA
491341095,1,"42",2,8000,"ponds","2023-10-13",4,NA
491341095,1,"888",2,15000,"batches","2023-10-13",4,NA
491341095,1,"46",3,8000,"batches","2023-10-13",4,NA
491341095,1,"77",2,10000,"pool plastic","2023-10-13",4,NA
491415875,2,"FM003",37,23000,"batches","2023-10-13",9,NA
491415875,2,"FM023",10,40000,"ponds","2023-10-13",9,NA
491415875,2,"FM027",46,20000,"other","2023-10-13",9,NA
491415875,2,"999",7,2000,"pole","2023-10-13",9,NA
491983207,1,"888",0,10000,"ponds","2023-10-13",23,NA
491983207,1,"49",0,12000,"ponds","2023-10-13",23,NA
491983207,1,"888",0,10000,"ponds","2023-10-13",23,NA
491983207,1,"39",1,8000,"ponds","2023-10-13",23,NA
491983207,1,"6",0,12000,"ponds","2023-10-13",23,NA
491983207,1,"30",0,10000,"ponds","2023-10-13",23,NA
491983207,1,"77",0,12000,"pool","2023-10-13",23,NA
491983207,2,"FM003",1,14000,"batches","2023-10-13",23,NA
491983207,2,"FM023",0,35000,"ponds","2023-10-13",23,NA
492294322,1,"18",0,12000,"ponds","2023-10-13",24,NA
492294322,1,"6",1,10000,"ponds","2023-10-13",24,NA
492294322,1,"8",1,9000,"ponds","2023-10-13",24,NA
492294322,1,"39",1,8000,"ponds","2023-10-13",24,NA
492294322,1,"77",0,11000,"pool plastic","2023-10-13",24,NA
492299065,1,"30",19,5000,"ponds","2023-10-06",21,NA
492299065,1,"6",48,10000,"ponds","2023-10-06",21,NA
492299065,1,"39",76,4000,"ponds plastic","2023-10-06",21,NA
492299065,1,"8",10,7000,"ponds","2023-10-06",21,NA
492299065,1,"77",38,10000,"pool plastic","2023-10-06",21,NA
492306422,1,"30",600,6500,"ponds","2023-10-06",12,NA
492306422,1,"59",210,7500,"batches","2023-10-06",12,NA
492309719,1,"30",700,6500,"ponds","2023-10-16",12,NA
492309719,1,"59",180,7500,"batches","2023-10-16",12,NA
492340186,1,"90",110,6000,"ponds","2023-10-14",1,NA
492379568,1,"90",63,10000,"ponds batches plastic","2023-10-13",10,NA
492789466,1,"90",179,9500,"ponds batches pool plastic soung","2023-10-13",25,NA
492789466,1,"75",117,10000,"batches","2023-10-13",25,NA
492789466,1,"39",2,5500,"pool plastic","2023-10-13",25,NA
492789466,1,"77",1,7500,"pool plastic","2023-10-13",25,NA
492795959,1,"6",45,12000,"ponds batches","2023-10-13",17,NA
492795959,1,"75",55,12000,"ponds batches","2023-10-13",17,NA
492795959,1,"8",60,10000,"ponds batches","2023-10-13",17,NA
492795959,1,"30",80,10000,"ponds batches","2023-10-13",17,NA
492795959,1,"24",40,13000,"ponds batches","2023-10-13",17,NA
492795959,1,"59",74,10000,"ponds batches","2023-10-13",17,NA
492795959,1,"39",100,12000,"ponds batches pool plastic","2023-10-13",17,NA
492890552,1,"59",0,8000,"ponds","2023-10-13",11,NA
493280886,1,"30",18,5000,"ponds","2023-10-13",21,NA
493280886,1,"6",46,10000,"ponds","2023-10-13",21,NA
493280886,1,"39",73,4000,"ponds pool plastic","2023-10-13",21,NA
493280886,1,"8",9,7000,"ponds","2023-10-13",21,NA
493280886,1,"77",37,10000,"pool plastic","2023-10-13",21,NA
493413958,1,"75",47,13000,"ponds","2023-10-17",3,NA
493413958,1,"30",116,4300,"ponds batches","2023-10-17",3,NA
493413958,1,"59",9,7000,"ponds batches","2023-10-17",3,NA
493753998,1,"75",135,9000,"ponds batches","2023-10-20",6,NA
493753998,1,"39",205,6000,"ponds","2023-10-20",6,NA
493753998,1,"30",360,8500,"ponds","2023-10-20",6,NA
493753998,1,"6",150,7000,"ponds","2023-10-20",6,NA
493753998,1,"8",180,8000,"ponds","2023-10-20",6,NA
493839920,1,"49",95,12000,"ponds batches","2023-10-20",17,NA
493839920,1,"6",79,12000,"ponds batches","2023-10-20",17,NA
493839920,1,"75",80,12000,"ponds batches","2023-10-20",17,NA
493839920,1,"8",75,12000,"ponds batches","2023-10-20",17,NA
493839920,1,"30",90,12000,"ponds batches","2023-10-20",17,NA
493839920,1,"24",50,13000,"ponds batches","2023-10-20",17,NA
493839920,1,"59",35,10000,"ponds batches","2023-10-20",17,NA
493839920,1,"39",35,90000,"ponds batches","2023-10-20",17,NA
493839920,1,"46",35,12000,"ponds batches","2023-10-20",17,NA
494219510,1,"6",0,10000,"ponds","2023-10-20",24,NA
494219510,1,"8",0,9000,"ponds","2023-10-20",24,NA
494219510,1,"18",0,11000,"ponds","2023-10-20",24,NA
494219510,1,"39",0,8000,"ponds","2023-10-20",24,NA
494219510,1,"77",0,11000,"pool plastic","2023-10-20",24,NA
494219525,1,"8",8,8000,"ponds batches","2023-10-20",4,NA
494219525,1,"39",6,5000,"ponds","2023-10-20",4,NA
494219525,1,"6",6,8000,"ponds batches","2023-10-20",4,NA
494219525,1,"888",5,10000,"ponds","2023-10-20",4,NA
494219525,1,"78",2,20000,"pool","2023-10-20",4,NA
494219525,1,"30",13,5000,"ponds batches","2023-10-20",4,NA
494219525,1,"59",12,9000,"ponds batches","2023-10-20",4,NA
494219525,1,"18",3,10000,"batches","2023-10-20",4,NA
494219525,1,"4",3,40000,"ponds batches","2023-10-20",4,NA
494219525,1,"24",5,10000,"ponds batches","2023-10-20",4,NA
494219525,1,"12",3,12000,"ponds","2023-10-20",4,NA
494219525,1,"42",3,8000,"ponds","2023-10-20",4,NA
494219525,1,"888",3,15000,"batches","2023-10-20",4,NA
494219525,1,"46",4,8000,"batches","2023-10-20",4,NA
494219525,1,"77",3,10000,"pool plastic","2023-10-20",4,NA
494228443,1,"30",186,8000,"ponds","2023-10-20",20,NA
494270254,1,"90",2,8000,"ponds pool plastic","2023-10-20",16,NA
494299718,1,"39",16,7000,"other","2023-10-20",19,NA
494302794,2,"FM001",15,30000,"batches","2023-10-20",9,NA
494302794,2,"FM003",25,22000,"batches","2023-10-20",9,NA
494302794,2,"FM023",15,40000,"ponds","2023-10-20",9,NA
494302794,2,"FM027",45,20000,"other","2023-10-20",9,NA
494302794,2,"999",41,1500,"pole","2023-10-20",9,NA
494582918,1,"90",76,10000,"ponds batches plastic","2023-10-20",10,NA
494908703,1,"39",10,7000,"ponds batches","2023-10-20",2,NA
494908703,1,"75",20,13000,"ponds batches","2023-10-20",2,NA
494908703,1,"24",5,10000,"ponds batches","2023-10-20",2,NA
494908703,1,"78",0,20000,"pool","2023-10-20",2,NA
494908703,1,"77",0,15000,"pool plastic","2023-10-20",2,NA
495155987,1,"90",100,5000,"ponds","2023-10-21",1,NA
495166803,1,"30",25,5000,"ponds","2023-10-20",21,NA
495166803,1,"6",62,10000,"ponds","2023-10-20",21,NA
495166803,1,"39",100,4000,"ponds plastic","2023-10-20",21,NA
495166803,1,"8",12,7000,"ponds","2023-10-20",21,NA
495166803,1,"77",50,10000,"pool plastic","2023-10-20",21,NA
495287906,1,"75",119,10000,"batches","2023-10-20",25,NA
495287906,1,"39",2,5500,"pool plastic","2023-10-20",25,NA
495287906,1,"77",1,7500,"pool","2023-10-20",25,NA
495287906,1,"90",185,9500,"ponds batches pool plastic soung","2023-10-20",25,NA
495591907,1,"39",0,8000,"ponds pool plastic","2023-10-20",11,NA
495591907,1,"30",1,8000,"ponds","2023-10-20",11,NA
495593726,1,"75",137,9000,"ponds batches","2023-10-27",6,NA
495593726,1,"39",205,6000,"ponds","2023-10-27",6,NA
495593726,1,"30",360,6000,"ponds","2023-10-27",6,NA
495593726,1,"8",200,8500,"ponds","2023-10-27",6,NA
495593726,1,"6",148,7000,"ponds","2023-10-27",6,NA
495602918,1,"30",500,6500,"ponds","2023-10-20",12,NA
495602918,1,"59",160,7500,"batches","2023-10-20",12,NA
495993474,1,"888",1,10000,"ponds","2023-10-20",23,NA
495993474,1,"49",0,12000,"ponds","2023-10-20",23,NA
495993474,1,"888",0,10000,"ponds","2023-10-20",23,NA
495993474,1,"39",2,8000,"ponds","2023-10-20",23,NA
495993474,1,"6",1,12000,"ponds","2023-10-20",23,NA
495993474,1,"30",0,10000,"ponds","2023-10-20",23,NA
495993474,1,"77",1,12000,"pool","2023-10-20",23,NA
495993474,2,"FM003",2,14000,"ponds","2023-10-20",23,NA
495993474,2,"FM023",0,35000,"ponds","2023-10-20",23,NA
495998718,1,"75",225,12000,"ponds","2023-10-24",3,NA
495998718,1,"30",299,4300,"ponds batches","2023-10-24",3,NA
495998718,1,"59",189,7000,"ponds batches","2023-10-24",3,NA
496418339,1,"75",122,10000,"batches","2023-10-27",25,NA
496418339,1,"39",2,5500,"pool plastic","2023-10-27",25,NA
496418339,1,"90",187,9500,"ponds batches pool plastic","2023-10-27",25,NA
496418339,1,"77",1,7500,"pool plastic","2023-10-27",25,NA
496509932,1,"75",50,13000,"ponds batches","2023-10-27",17,NA
496509932,1,"6",20,12000,"ponds batches","2023-10-27",17,NA
496509932,1,"8",40,10000,"ponds batches","2023-10-27",17,NA
496509932,1,"30",30,10000,"ponds batches","2023-10-27",17,NA
496509932,1,"24",84,13000,"ponds batches","2023-10-27",17,NA
496509932,1,"59",87,9000,"ponds batches","2023-10-27",17,NA
496509932,1,"39",120,12000,"ponds batches pool plastic soung","2023-10-27",17,NA
496876870,1,"8",20,8000,"ponds batches","2023-10-27",4,NA
496876870,1,"39",4,5000,"ponds","2023-10-27",4,NA
496876870,1,"6",10,8000,"ponds batches","2023-10-27",4,NA
496876870,1,"888",3,10000,"ponds","2023-10-27",4,NA
496876870,1,"78",2,20000,"pool","2023-10-27",4,NA
496876870,1,"30",25,5000,"ponds batches","2023-10-27",4,NA
496876870,1,"59",20,9000,"ponds batches","2023-10-27",4,NA
496876870,1,"18",2,10000,"batches","2023-10-27",4,NA
496876870,1,"4",4,40000,"ponds batches","2023-10-27",4,NA
496876870,1,"24",7,10000,"ponds batches","2023-10-27",4,NA
496876870,1,"12",4,12000,"ponds","2023-10-27",4,NA
496876870,1,"42",2,8000,"ponds","2023-10-27",4,NA
496876870,1,"888",3,15000,"batches","2023-10-27",4,NA
496876870,1,"46",3,8000,"batches","2023-10-27",4,NA
496876870,1,"77",2,10000,"pool plastic","2023-10-27",4,NA
496902217,1,"30",163,8000,"ponds","2023-10-27",20,NA
496907586,1,"30",600,6500,"ponds","2023-10-27",12,NA
496907586,1,"59",200,7500,"batches","2023-10-27",12,NA
496910792,1,"90",3,8000,"ponds pool plastic","2023-10-27",16,NA
496943192,1,"18",0,12000,"ponds","2023-10-27",24,NA
496943192,1,"6",0,10000,"ponds","2023-10-27",24,NA
496943192,1,"8",0,10000,"ponds","2023-10-27",24,NA
496943192,1,"39",0,9000,"ponds","2023-10-27",24,NA
496943192,1,"77",0,12000,"pool plastic","2023-10-27",24,NA
497557034,1,"90",59,10000,"ponds batches plastic","2023-10-27",10,NA
497705989,1,"30",1,8000,"ponds","2023-10-31",11,NA
497705989,1,"888",1,10000,"ponds pool plastic","2023-10-31",11,NA
497872985,1,"46",25,12000,"ponds","2023-09-29",18,NA
497872985,1,"24",33,12000,"ponds","2023-09-29",18,NA
497872985,1,"39",23,8000,"ponds","2023-09-29",18,NA
497872985,2,"FM023",15,35000,"soung","2023-09-29",18,NA
497872985,2,"FM046",18,28000,"ponds","2023-09-29",18,NA
497872985,2,"FM003",27,25000,"batches","2023-09-29",18,NA
497872985,2,"FM001",11,27000,"batches","2023-09-29",18,NA
497873661,1,"39",8,7000,"ponds pool plastic","2023-10-27",19,NA
497976519,2,"FM003",38,23000,"batches","2023-10-27",9,NA
497976519,2,"FM023",17,40000,"ponds","2023-10-27",9,NA
497976519,2,"FM027",54,20000,"other","2023-10-27",9,NA
497976519,2,"999",38,2000,"pole","2023-10-27",9,NA
498153678,1,"90",4512,9800,"ponds batches","2023-09-30",8,NA
498333076,1,"30",21,5000,"ponds","2023-10-27",21,NA
498333076,1,"6",52,10000,"ponds","2023-10-27",21,NA
498333076,1,"39",83,4000,"ponds pool","2023-10-27",21,NA
498333076,1,"8",10,7000,"ponds","2023-10-27",21,NA
498333076,1,"77",42,10000,"pool plastic","2023-10-27",21,NA
498407380,1,"888",0,10000,"ponds","2023-10-27",23,NA
498407380,1,"49",0,12000,"ponds","2023-10-27",23,NA
498407380,1,"888",0,10000,"ponds","2023-10-27",23,NA
498407380,1,"39",2,8000,"ponds","2023-10-27",23,NA
498407380,1,"6",1,12000,"ponds","2023-10-27",23,NA
498407380,1,"30",0,10000,"ponds","2023-10-27",23,NA
498407380,1,"77",1,12000,"plastic","2023-10-27",23,NA
498407380,2,"FM003",1,14000,"ponds","2023-10-27",23,NA
498407380,2,"FM023",0,35000,"ponds","2023-10-27",23,NA
499221043,1,"90",2,8000,"ponds pool plastic","2023-11-03",16,NA
499279252,1,"888",0,10000,"ponds","2023-11-03",23,NA
499279252,1,"49",0,12000,"ponds","2023-11-03",23,NA
499279252,1,"888",0,10000,"ponds","2023-11-03",23,NA
499279252,1,"39",1,8000,"ponds","2023-11-03",23,NA
499279252,1,"6",0,12000,"ponds","2023-11-03",23,NA
499279252,1,"30",0,10000,"ponds","2023-11-03",23,NA
499279252,1,"77",0,12000,"pool","2023-11-03",23,NA
499279252,2,"FM003",1,14000,"ponds","2023-11-03",23,NA
499279252,2,"FM023",0,35000,"ponds","2023-11-03",23,NA
499296461,1,"75",547,12000,"ponds","2023-10-31",3,NA
499296461,1,"30",832,4300,"ponds batches","2023-10-31",3,NA
499296461,1,"59",402,7000,"ponds batches","2023-10-31",3,NA
499609015,1,"8",11,7000,"ponds batches","2023-11-03",4,NA
499609015,1,"39",5,5000,"ponds","2023-11-03",4,NA
499609015,1,"6",7,7000,"ponds batches","2023-11-03",4,NA
499609015,1,"888",3,9000,"ponds","2023-11-03",4,NA
499609015,1,"78",3,17000,"pool","2023-11-03",4,NA
499609015,1,"30",14,4000,"ponds batches","2023-11-03",4,NA
499609015,1,"59",9,8000,"ponds batches","2023-11-03",4,NA
499609015,1,"18",3,9000,"batches","2023-11-03",4,NA
499609015,1,"4",4,38000,"ponds batches","2023-11-03",4,NA
499609015,1,"24",8,8000,"ponds batches","2023-11-03",4,NA
499609015,1,"12",4,10000,"ponds","2023-11-03",4,NA
499609015,1,"42",3,7000,"ponds","2023-11-03",4,NA
499609015,1,"888",2,13000,"batches","2023-11-03",4,NA
499609015,1,"46",5,6000,"batches","2023-11-03",4,NA
499609015,1,"77",3,9000,"pool plastic","2023-11-03",4,NA
499612123,2,"FM001",1,30000,"batches","2023-11-03",9,NA
499612123,2,"FM003",8,22000,"batches","2023-11-03",9,NA
499612123,2,"FM023",1,40000,"ponds","2023-11-03",9,NA
499612123,2,"FM027",45,20000,"other","2023-11-03",9,NA
499612123,2,"999",20,1500,"pole","2023-11-03",9,NA
499647757,1,"888",0,0,"other","2023-10-13",5,NA
499648726,1,"888",0,0,"other","2023-10-20",5,NA
499649426,1,"888",0,0,"other","2023-10-27",5,NA
499650686,1,"888",0,0,"other","2023-11-03",5,NA
499701718,1,"30",172,8000,"ponds","2023-11-03",20,NA
499943710,1,"90",57,10000,"ponds batches pool plastic","2023-11-03",10,NA
500630109,1,"75",14,10000,"batches","2023-11-03",25,NA
500630109,1,"39",2,5500,"plastic","2023-11-03",25,NA
500630109,1,"90",57,9500,"batches pool plastic","2023-11-03",25,NA
500630109,1,"77",0,7500,"pool plastic","2023-11-03",25,NA
500699186,1,"8",90,10000,"ponds batches soung","2023-11-03",17,NA
500699186,1,"6",80,12000,"ponds batches","2023-11-03",17,NA
500699186,1,"75",70,12000,"ponds batches","2023-11-03",17,NA
500699186,1,"30",84,10000,"ponds batches","2023-11-03",17,NA
500699186,1,"24",40,12000,"ponds batches","2023-11-03",17,NA
500699186,1,"39",125,12000,"ponds batches plastic soung","2023-11-03",17,NA
500759990,1,"75",135,9000,"ponds batches","2023-11-03",6,NA
500759990,1,"39",325,5000,"ponds plastic","2023-11-03",6,NA
500759990,1,"59",300,5500,"ponds batches","2023-11-03",6,NA
500759990,1,"8",390,8000,"ponds","2023-11-03",6,NA
500759990,1,"6",200,7000,"ponds batches","2023-11-03",6,NA
501159823,1,"46",25,8000,"ponds","2023-10-06",18,NA
501159823,1,"24",38,12000,"ponds","2023-10-06",18,NA
501159823,2,"FM023",38,35000,"soung","2023-10-06",18,NA
501159823,2,"FM003",88,25000,"batches","2023-10-06",18,NA
501159823,1,"39",38,12000,"ponds","2023-10-06",18,NA
501159823,1,"3",63,15000,"ponds","2023-10-06",18,NA
501278107,1,"18",1,12000,"ponds","2023-11-03",24,NA
501278107,1,"6",1,10000,"ponds","2023-11-03",24,NA
501278107,1,"8",1,10000,"ponds","2023-11-03",24,NA
501278107,1,"39",1,9000,"ponds","2023-11-03",24,NA
501278107,1,"77",1,12000,"pool plastic","2023-11-03",24,NA
501831794,1,"90",85,7000,"ponds","2023-11-07",1,NA
502719913,1,"30",50,5000,"batches pool","2023-10-20",15,NA
502719913,1,"75",50,12000,"ponds batches pool","2023-10-20",15,NA
502719913,1,"39",20,6000,"ponds batches pool","2023-10-20",15,NA
502719913,1,"8",30,7000,"ponds pool","2023-10-20",15,NA
502719913,1,"46",10,6000,"ponds","2023-10-20",15,NA
502719913,1,"6",10,7000,"ponds","2023-10-20",15,NA
502719913,1,"49",5,7000,"ponds","2023-10-20",15,NA
502719953,1,"75",135,9000,"ponds batches","2023-11-10",6,NA
502719953,1,"39",310,5000,"ponds","2023-11-10",6,NA
502719953,1,"6",165,7000,"ponds batches","2023-11-10",6,NA
502719953,1,"30",300,5000,"ponds batches","2023-11-10",6,NA
502719953,1,"8",390,8000,"ponds","2023-11-10",6,NA
502720643,1,"30",150,5000,"batches","2023-10-27",15,NA
502720643,1,"75",200,12000,"batches pool","2023-10-27",15,NA
502720643,1,"39",70,6000,"ponds pool","2023-10-27",15,NA
502720643,1,"8",80,8000,"ponds pool","2023-10-27",15,NA
502720643,1,"46",10,7000,"ponds pool","2023-10-27",15,NA
502720643,1,"6",110,8000,"ponds pool","2023-10-27",15,NA
502720643,1,"49",55,8000,"pool","2023-10-27",15,NA
502740238,1,"90",2,8000,"ponds pool plastic","2023-11-10",16,NA
502754094,1,"8",10,7000,"ponds batches","2023-11-10",4,NA
502754094,1,"39",7,4000,"ponds","2023-11-10",4,NA
502754094,1,"6",7,7000,"ponds batches","2023-11-10",4,NA
502754094,1,"888",4,9000,"ponds","2023-11-10",4,NA
502754094,1,"78",6,18000,"pool","2023-11-10",4,NA
502754094,1,"30",7,4000,"ponds batches","2023-11-10",4,NA
502754094,1,"59",10,7000,"ponds batches","2023-11-10",4,NA
502754094,1,"18",4,9000,"batches","2023-11-10",4,NA
502754094,1,"4",4,38000,"ponds batches","2023-11-10",4,NA
502754094,1,"24",6,8000,"ponds batches","2023-11-10",4,NA
502754094,1,"12",5,9000,"ponds","2023-11-10",4,NA
502754094,1,"42",5,6000,"ponds","2023-11-10",4,NA
502754094,1,"888",5,12000,"batches","2023-11-10",4,NA
502754094,1,"46",3,6000,"batches","2023-11-10",4,NA
502754094,1,"77",2,10000,"pool plastic","2023-11-10",4,NA
502756739,1,"30",165,8000,"ponds","2023-11-10",20,NA
502791937,1,"75",16,10000,"batches","2023-11-10",25,NA
502791937,1,"39",2,5500,"plastic","2023-11-10",25,NA
502791937,1,"90",65,9500,"batches pool plastic soung","2023-11-10",25,NA
502791937,1,"77",1,7500,"pool plastic","2023-11-10",25,NA
502794709,1,"6",65,12000,"ponds batches","2023-11-10",17,NA
502794709,1,"75",55,12000,"ponds batches","2023-11-10",17,NA
502794709,1,"8",40,10000,"ponds batches","2023-11-10",17,NA
502794709,1,"30",50,10000,"ponds batches","2023-11-10",17,NA
502794709,1,"24",50,12000,"ponds batches","2023-11-10",17,NA
502794709,1,"59",50,9000,"ponds batches","2023-11-10",17,NA
502794709,1,"39",65,12000,"ponds batches pool plastic","2023-11-10",17,NA
502794709,1,"88",34,5000,"ponds batches","2023-11-10",17,NA
502794709,1,"89",50,15000,"ponds batches","2023-11-10",17,NA
502875571,1,"888",0,0,"other","2023-11-10",5,NA
503320169,1,"90",45,10000,"ponds batches plastic","2023-11-10",10,NA
503595276,2,"FM003",6,22000,"batches","2023-11-10",9,NA
503595276,2,"FM027",50,20000,"other","2023-11-10",9,NA
503595276,2,"999",24,1500,"pole","2023-11-10",9,NA
503708818,1,"18",0,13000,"ponds","2023-11-13",24,NA
503708818,1,"6",1,12000,"ponds","2023-11-13",24,NA
503708818,1,"8",0,10000,"ponds","2023-11-13",24,NA
503708818,1,"39",1,9000,"ponds","2023-11-13",24,NA
503708818,1,"77",0,13000,"pool plastic","2023-11-13",24,NA
503786681,1,"75",46,12000,"ponds","2023-11-07",3,NA
503786681,1,"30",117,4300,"ponds batches","2023-11-07",3,NA
503786681,1,"59",9,7000,"ponds batches","2023-11-07",3,NA
504168596,1,"39",0,8000,"ponds pool plastic","2023-11-10",11,NA
504168596,1,"30",0,8000,"ponds","2023-11-10",11,NA
504168596,1,"888",0,10000,"ponds pool plastic","2023-11-10",11,NA
504601198,1,"90",90,6000,"ponds","2023-11-15",1,NA
504601198,1,"77",2,7000,"plastic","2023-11-15",1,NA
505049426,1,"75",135,9000,"ponds batches","2023-11-17",6,NA
505049426,1,"39",310,6000,"ponds","2023-11-17",6,NA
505049426,1,"6",165,7000,"ponds","2023-11-17",6,NA
505049426,1,"30",300,5000,"ponds batches","2023-11-17",6,NA
505049426,1,"8",390,8500,"ponds","2023-11-17",6,NA
505372991,1,"30",179,8000,"ponds","2023-11-17",20,NA
505377749,1,"8",11,7000,"ponds batches","2023-11-17",4,NA
505377749,1,"39",9,4000,"ponds","2023-11-17",4,NA
505377749,1,"6",8,7000,"ponds batches","2023-11-17",4,NA
505377749,1,"888",5,9000,"ponds","2023-11-17",4,NA
505377749,1,"78",5,18000,"pool","2023-11-17",4,NA
505377749,1,"30",9,4000,"ponds batches","2023-11-17",4,NA
505377749,1,"59",9,7000,"ponds batches","2023-11-17",4,NA
505377749,1,"18",3,9000,"batches","2023-11-17",4,NA
505377749,1,"4",3,38000,"ponds batches","2023-11-17",4,NA
505377749,1,"24",3,8000,"ponds batches","2023-11-17",4,NA
505377749,1,"12",3,9000,"ponds","2023-11-17",4,NA
505377749,1,"42",3,6000,"ponds","2023-11-17",4,NA
505377749,1,"888",4,12000,"batches","2023-11-17",4,NA
505377749,1,"46",4,6000,"batches","2023-11-17",4,NA
505377749,1,"77",3,10000,"pool plastic","2023-11-17",4,NA
505385518,1,"90",4,7000,"ponds pool plastic","2023-11-17",16,NA
505388103,1,"75",56,12000,"ponds batches","2023-11-17",17,NA
505388103,1,"49",55,12000,"ponds batches","2023-11-17",17,NA
505388103,1,"6",50,12000,"ponds batches","2023-11-17",17,NA
505388103,1,"8",89,12000,"ponds batches","2023-11-17",17,NA
505388103,1,"30",62,10000,"ponds batches","2023-11-17",17,NA
505388103,1,"24",60,12000,"ponds batches","2023-11-17",17,NA
505388103,1,"59",45,9000,"ponds batches","2023-11-17",17,NA
505388103,1,"39",104,12000,"ponds batches pool plastic","2023-11-17",17,NA
505388103,1,"42",15,12000,"ponds batches","2023-11-17",17,NA
505443598,2,"FM001",1,30000,"batches","2023-11-17",9,NA
505443598,2,"FM003",3,20000,"batches","2023-11-17",9,NA
505443598,2,"FM027",32,18000,"other","2023-11-17",9,NA
505443598,2,"999",38,1500,"pole","2023-11-17",9,NA
506006107,1,"90",51,10000,"ponds batches pool","2023-11-17",10,NA
506029896,1,"75",47,12000,"ponds","2023-11-14",3,NA
506029896,1,"30",116,4300,"ponds batches","2023-11-14",3,NA
506029896,1,"59",9,7000,"ponds batches","2023-11-14",3,NA
506245627,1,"75",17,10000,"batches","2023-11-17",25,NA
506245627,1,"39",2,5500,"plastic","2023-11-17",25,NA
506245627,1,"77",1,7500,"pool plastic","2023-11-17",25,NA
506245627,1,"90",68,9500,"batches pool plastic","2023-11-17",25,NA
506303313,1,"30",500,6500,"ponds","2023-11-10",12,NA
506303313,1,"59",180,7500,"batches","2023-11-10",12,NA
506307008,1,"30",600,6500,"ponds","2023-11-17",12,NA
506307008,1,"59",200,7500,"batches","2023-11-17",12,NA
506316473,1,"39",1885,7000,"ponds batches","2023-12-15",2,NA
506316473,1,"75",825,13000,"ponds batches","2023-12-15",2,NA
506316473,1,"24",3000,10000,"ponds batches","2023-12-15",2,NA
506316473,1,"78",0,20000,"pool","2023-12-15",2,NA
506316473,1,"77",0,15000,"pool plastic","2023-12-15",2,NA
506316473,1,"30",4430,7000,"ponds batches","2023-12-15",2,NA
506316473,1,"46",230,10000,"ponds","2023-12-15",2,NA
506316473,1,"59",510,8000,"ponds","2023-12-15",2,NA
506316473,1,"8",336,6000,"ponds","2023-12-15",2,NA
506316473,1,"6",563,6000,"ponds","2023-12-15",2,NA
506316473,1,"49",30,6000,"ponds","2023-12-15",2,NA
506717741,1,"90",91,7000,"ponds","2023-11-21",1,NA
506984220,1,"46",38,8000,"ponds","2023-10-13",18,NA
506984220,1,"24",50,12000,"ponds","2023-10-13",18,NA
506984220,2,"FM003",63,23000,"batches","2023-10-13",18,NA
506984963,1,"46",38,8000,"ponds","2023-10-20",18,NA
506984963,1,"24",50,12000,"ponds","2023-10-20",18,NA
506984963,2,"FM003",63,23000,"batches","2023-10-20",18,NA
507160568,1,"75",135,9000,"ponds batches","2023-11-24",6,NA
507160568,1,"8",390,8000,"ponds","2023-11-24",6,NA
507160568,1,"6",165,7000,"ponds","2023-11-24",6,NA
507160568,1,"30",300,5000,"ponds batches","2023-11-24",6,NA
507160568,1,"39",310,6000,"ponds","2023-11-24",6,NA
507176455,1,"90",15,12000,"ponds","2023-10-27",18,NA
507176455,2,"FM003",63,25000,"batches","2023-10-27",18,NA
507177924,1,"90",105,12000,"ponds","2023-11-10",18,NA
507177924,2,"FM003",75,25000,"batches","2023-11-10",18,NA
