"id","processing_areapro","processing_typeprocessing","processing_source","processing_amountprocessing","processing_priceprocessing","processing_typebusiness","date","province","uuid"
506984963,2,16,"natural",35,8000,1,"2023-10-20",18,NA
507160568,1,2,"natural",19,30000,1,"2023-11-24",6,NA
507160568,1,3,"natural",17,25000,1,"2023-11-24",6,NA
507160568,1,4,"natural",8,20000,1,"2023-11-24",6,NA
507160568,1,5,"natural",4,20000,1,"2023-11-24",6,NA
507160568,1,6,"natural",3,200000,1,"2023-11-24",6,NA
507160568,1,7,"natural",28,20000,1,"2023-11-24",6,NA
507160568,1,8,"natural",23,5000,1,"2023-11-24",6,NA
507160568,1,9,"natural",10,30000,1,"2023-11-24",6,NA
507160568,1,10,"natural",33,10000,1,"2023-11-24",6,NA
507160568,1,11,"natural",50,1000,1,"2023-11-24",6,NA
507160568,1,15,"natural",3,20000,1,"2023-11-24",6,NA
507160568,1,88,"natural",7,10000,1,"2023-11-24",6,NA
507176455,2,16,"natural",25,8000,1,"2023-10-27",18,NA
507176455,2,17,"natural",15,120000,1,"2023-10-27",18,NA
507177924,2,16,"natural",25,8000,1,"2023-11-10",18,NA
507177924,2,17,"natural",15,120000,1,"2023-11-10",18,NA
507662868,1,8,"natural",1.6,15000,1,"2023-11-10",21,NA
507662868,1,3,"natural",0.7,20000,1,"2023-11-10",21,NA
507662868,1,88,"natural",0.6,15000,1,"2023-11-10",21,NA
507662868,1,88,"natural",0.29,12000,1,"2023-11-10",21,NA
507662868,1,11,"natural",44,2000,1,"2023-11-10",21,NA
507668773,1,8,"natural",1.1,15000,1,"2023-11-17",21,NA
507668773,1,3,"natural",0.5,20000,1,"2023-11-17",21,NA
507668773,1,88,"natural",0.4,15000,1,"2023-11-17",21,NA
507668773,1,88,"natural",0.2,12000,1,"2023-11-17",21,NA
507668773,1,11,"natural",30,2000,1,"2023-11-17",21,NA
507770561,1,2,"aquaculture",0.7,60000,2,"2023-11-21",3,NA
507770561,1,3,"aquaculture",1.55,35000,2,"2023-11-21",3,NA
508174444,1,8,"natural",1.3,15000,1,"2023-11-24",21,NA
508174444,1,3,"natural",0.6,20000,1,"2023-11-24",21,NA
508174444,1,88,"natural",0.5,15000,1,"2023-11-24",21,NA
508174444,1,88,"natural",0.24,12000,1,"2023-11-24",21,NA
508174444,1,11,"natural",36,2000,1,"2023-11-24",21,NA
508176940,1,8,"natural",1.5,15000,1,"2023-11-30",21,NA
508176940,1,3,"natural",0.7,20000,1,"2023-11-30",21,NA
508176940,1,88,"natural",0.5,15000,1,"2023-11-30",21,NA
508176940,1,88,"natural",0.27,12000,1,"2023-11-30",21,NA
508176940,1,11,"natural",41,2000,1,"2023-11-30",21,NA
508177518,1,3,"aquaculture",21,20000,1,"2023-11-24",12,NA
508177518,1,4,"aquaculture",22,18000,1,"2023-11-24",12,NA
508177518,1,15,"natural",6,40000,1,"2023-11-24",12,NA
508177518,1,11,"natural",60,2000,2,"2023-11-24",12,NA
508179043,1,3,"aquaculture",20,20000,1,"2023-11-30",12,NA
508179043,1,4,"aquaculture",35,20000,1,"2023-11-30",12,NA
508179043,1,8,"natural",31,15000,1,"2023-11-30",12,NA
508179043,1,15,"natural",5,40000,1,"2023-11-30",12,NA
508179043,1,11,"natural",50,2000,2,"2023-11-30",12,NA
508196806,1,8,"natural",3,15000,1,"2023-11-24",4,NA
508196806,1,6,"natural",2,140000,1,"2023-11-24",4,NA
508196806,1,7,"natural",26,50000,1,"2023-11-24",4,NA
508196806,1,10,"natural",8,20000,1,"2023-11-24",4,NA
508196806,1,30,"natural",28,35000,1,"2023-11-24",4,NA
508196806,1,88,"natural",65,25000,1,"2023-11-24",4,NA
508201334,1,2,"aquaculture",35,65000,1,"2023-11-24",17,NA
508201334,1,3,"natural",25,35000,1,"2023-11-24",17,NA
508201334,1,4,"natural",5,25000,1,"2023-11-24",17,NA
508201334,1,7,"natural",46,35000,1,"2023-11-24",17,NA
508201334,1,8,"natural",5,15000,1,"2023-11-24",17,NA
508201334,1,9,"aquaculture",5,18000,1,"2023-11-24",17,NA
508201334,1,10,"natural",5,12000,1,"2023-11-24",17,NA
508270503,2,28,"natural",4,20000,1,"2023-11-24",9,NA
508270503,2,17,"natural",4,100000,1,"2023-11-24",9,NA
508270503,2,19,"natural",1,80000,1,"2023-11-24",9,NA
508270503,2,99,"natural",1,50000,1,"2023-11-24",9,NA
508270503,2,23,"natural",5,80000,1,"2023-11-24",9,NA
508270503,2,99,"natural",10,22000,1,"2023-11-24",9,NA
508270503,2,99,"natural",1,6000,1,"2023-11-24",9,NA
508270503,2,20,"natural",3,10000,1,"2023-11-24",9,NA
508270503,2,21,"natural",5,20000,1,"2023-11-24",9,NA
508270503,2,99,"natural",1,60000,1,"2023-11-24",9,NA
508270503,2,99,"natural",1,15000,1,"2023-11-24",9,NA
508270503,2,99,"natural",2,3000,1,"2023-11-24",9,NA
508270503,2,26,"natural",0.8,3000,1,"2023-11-24",9,NA
508280622,1,88,"natural",9.1,9000,1,"2023-11-24",19,NA
508280622,1,88,"natural",0.91,35000,1,"2023-11-24",19,NA
508280622,1,88,"natural",1,25000,1,"2023-11-24",19,NA
508280622,1,88,"natural",0.73,25000,1,"2023-11-24",19,NA
508280622,1,88,"natural",2.45,18000,1,"2023-11-24",19,NA
508280622,1,88,"natural",1.36,15000,1,"2023-11-24",19,NA
508280622,1,88,"natural",0.16,25000,1,"2023-11-24",19,NA
508306291,1,88,"natural",0.5,9000,1,"2023-11-24",16,NA
509189121,1,8,"natural",8,15000,1,"2023-11-24",10,NA
509243135,1,11,"natural",49,5000,1,"2023-11-30",14,NA
510647064,1,30,"aquaculture",5875,25000,1,"2023-11-03",13,NA
510647413,1,30,"aquaculture",5875,25000,1,"2023-11-10",13,NA
510647680,1,30,"aquaculture",5875,25000,1,"2023-11-17",13,NA
510648024,1,30,"aquaculture",5875,25000,1,"2023-11-24",13,NA
510654361,2,16,"natural",35,8000,1,"2023-11-17",18,NA
510654361,2,17,"natural",25,120000,1,"2023-11-17",18,NA
510655684,1,30,"aquaculture",0.78,25000,1,"2023-11-24",25,NA
510655684,1,8,"natural",0.27,15000,1,"2023-11-24",25,NA
510655684,1,10,"natural",0.57,20000,1,"2023-11-24",25,NA
510655684,1,11,"aquaculture",1.38,1600,1,"2023-11-24",25,NA
510745866,1,88,"natural",0.5,8000,1,"2023-12-01",16,NA
511170014,1,30,"natural",14,10000,1,"2023-11-30",1,NA
511182347,1,8,"natural",2,15000,1,"2023-12-01",4,NA
511182347,1,6,"natural",3,140000,1,"2023-12-01",4,NA
511182347,1,7,"natural",24,50000,1,"2023-12-01",4,NA
511182347,1,10,"natural",6,20000,1,"2023-12-01",4,NA
511182347,1,30,"natural",31,35000,1,"2023-12-01",4,NA
511182347,1,88,"natural",72,25000,1,"2023-12-01",4,NA
511227118,1,2,"aquaculture",35,65000,1,"2023-12-01",17,NA
511227118,1,3,"natural",45,35000,1,"2023-12-01",17,NA
511227118,1,4,"natural",5,25000,1,"2023-12-01",17,NA
511227118,1,7,"natural",15,35000,1,"2023-12-01",17,NA
511227118,1,8,"natural",5,15000,1,"2023-12-01",17,NA
511227118,1,9,"aquaculture",9,18000,1,"2023-12-01",17,NA
511227118,1,10,"natural",6,12000,1,"2023-12-01",17,NA
511227118,1,13,"natural",3,120000,1,"2023-12-01",17,NA
511227118,1,30,"natural",3,35000,1,"2023-12-01",17,NA
511360512,2,28,"natural",3,20000,1,"2023-12-01",9,NA
511360512,2,17,"natural",4,100000,1,"2023-12-01",9,NA
511360512,2,19,"natural",1,80000,1,"2023-12-01",9,NA
511360512,2,99,"natural",2,50000,1,"2023-12-01",9,NA
511360512,2,99,"natural",1,30000,1,"2023-12-01",9,NA
511360512,2,23,"natural",5,80000,1,"2023-12-01",9,NA
511360512,2,99,"natural",8,22000,1,"2023-12-01",9,NA
511360512,2,99,"natural",1,10000,1,"2023-12-01",9,NA
511360512,2,20,"natural",3,10000,1,"2023-12-01",9,NA
511360512,2,21,"natural",5,20000,1,"2023-12-01",9,NA
511360512,2,99,"natural",2,21000,1,"2023-12-01",9,NA
511360512,2,99,"natural",3,15000,1,"2023-12-01",9,NA
511360512,2,26,"natural",0.8,3000,1,"2023-12-01",9,NA
511360512,2,99,"natural",2,10000,1,"2023-12-01",9,NA
511575924,1,8,"natural",3,15000,1,"2023-11-30",10,NA
512053382,1,3,"aquaculture",2,35000,2,"2023-12-05",3,NA
512053382,1,8,"natural",1,25000,2,"2023-12-05",3,NA
512053382,1,10,"aquaculture",1.11,25000,2,"2023-12-05",3,NA
512053382,1,9,"aquaculture",0.13,25000,2,"2023-12-05",3,NA
512067492,2,17,"natural",19,100000,1,"2023-09-20",7,NA
512067492,2,99,"natural",16,60000,1,"2023-09-20",7,NA
512067492,2,99,"natural",18,4000,1,"2023-09-20",7,NA
512067492,2,28,"natural",23,25000,1,"2023-09-20",7,NA
512067492,2,16,"natural",41,20000,1,"2023-09-20",7,NA
512067492,2,23,"natural",16,100000,1,"2023-09-20",7,NA
512067492,2,21,"natural",14,10000,1,"2023-09-20",7,NA
512067492,2,99,"natural",10,5000,1,"2023-09-20",7,NA
512067492,2,99,"natural",18,5000,1,"2023-09-20",7,NA
512067492,2,99,"natural",16,15000,1,"2023-09-20",7,NA
512067492,2,99,"natural",14,6000,1,"2023-09-20",7,NA
512067492,2,99,"natural",4,100000,1,"2023-09-20",7,NA
512365500,1,8,"natural",3,25000,1,"2023-11-30",8,NA
512365500,1,10,"natural",1,12000,1,"2023-11-30",8,NA
512365500,1,88,"natural",4,11000,1,"2023-11-30",8,NA
512365500,1,3,"natural",1,25000,1,"2023-11-30",8,NA
512477408,2,17,"natural",11,80000,1,"2023-10-19",7,NA
512477408,2,99,"natural",14,60000,1,"2023-10-19",7,NA
512477408,2,99,"natural",10,5000,1,"2023-10-19",7,NA
512477408,2,28,"natural",13,25000,1,"2023-10-19",7,NA
512477408,2,16,"natural",40,25000,1,"2023-10-19",7,NA
512477408,2,23,"natural",13,100000,1,"2023-10-19",7,NA
512477408,2,21,"natural",14,30000,1,"2023-10-19",7,NA
512477408,2,99,"natural",10,5000,1,"2023-10-19",7,NA
512477408,2,99,"natural",11,25000,1,"2023-10-19",7,NA
512477408,2,99,"natural",11,20000,1,"2023-10-19",7,NA
512477408,2,99,"natural",11,6000,1,"2023-10-19",7,NA
512477408,2,99,"natural",4,100000,1,"2023-10-19",7,NA
513311508,1,30,"aquaculture",20,10000,1,"2023-12-07",1,NA
513392255,1,30,"natural",19,10000,1,"2023-12-14",1,NA
513393227,1,30,"aquaculture",10,10000,1,"2023-12-21",1,NA
513394294,1,30,"natural",32,10000,1,"2023-12-31",1,NA
513778564,1,88,"natural",0,0,1,"2023-11-17",5,NA
513780310,1,88,"natural",0,0,1,"2023-11-24",5,NA
513780687,1,88,"natural",0,0,1,"2023-12-01",5,NA
513781087,1,88,"natural",0,0,1,"2023-12-08",5,NA
513851657,1,88,"natural",0.5,10000,1,"2023-12-08",16,NA
513854562,1,8,"natural",2.5,15000,1,"2023-12-08",4,NA
513854562,1,6,"natural",2,140000,1,"2023-12-08",4,NA
513854562,1,7,"natural",8.5,50000,1,"2023-12-08",4,NA
513854562,1,10,"natural",9.5,20000,1,"2023-12-08",4,NA
513854562,1,30,"natural",18.5,35000,1,"2023-12-08",4,NA
513854562,1,88,"natural",33,25000,1,"2023-12-08",4,NA
514086576,1,8,"natural",3,15000,1,"2023-12-08",10,NA
514120912,1,3,"aquaculture",71.5,35000,1,"2023-09-29",14,NA
514120912,1,8,"aquaculture",51.4,18500,1,"2023-09-29",14,NA
514120912,1,10,"aquaculture",19.4,23750,1,"2023-09-29",14,NA
514120912,1,88,"natural",6,30000,1,"2023-09-29",14,NA
514120912,1,88,"natural",64,15000,1,"2023-09-29",14,NA
514120912,1,15,"natural",3.8,40000,1,"2023-09-29",14,NA
514120912,1,11,"natural",40.2,8000,1,"2023-09-29",14,NA
514132068,1,3,"aquaculture",75.55,27000,1,"2023-10-31",14,NA
514132068,1,8,"aquaculture",87,10000,1,"2023-10-31",14,NA
514132068,1,10,"aquaculture",20,17000,1,"2023-10-31",14,NA
514132068,1,88,"natural",10,20000,1,"2023-10-31",14,NA
514132068,1,30,"natural",50,10000,1,"2023-10-31",14,NA
514132068,1,15,"natural",5,30000,1,"2023-10-31",14,NA
514132068,1,11,"natural",154,5000,1,"2023-10-31",14,NA
514339375,1,88,"natural",9.4,9000,1,"2023-12-01",19,NA
514339375,1,88,"natural",0.93,35000,1,"2023-12-01",19,NA
514339375,1,88,"natural",0.91,25000,1,"2023-12-01",19,NA
514339375,1,88,"natural",0.79,25000,1,"2023-12-01",19,NA
514339375,1,88,"natural",2.72,18000,1,"2023-12-01",19,NA
514339375,1,88,"natural",1.4,15000,1,"2023-12-01",19,NA
514339375,1,88,"natural",0.16,25000,1,"2023-12-01",19,NA
514339747,1,2,"natural",25,30000,1,"2023-12-08",6,NA
514339747,1,3,"natural",60,25000,1,"2023-12-08",6,NA
514339747,1,4,"natural",10,20000,1,"2023-12-08",6,NA
514339747,1,5,"natural",25,20000,1,"2023-12-08",6,NA
514339747,1,6,"natural",10,200000,1,"2023-12-08",6,NA
514339747,1,7,"natural",25,25000,1,"2023-12-08",6,NA
514339747,1,8,"natural",65,5000,1,"2023-12-08",6,NA
514339747,1,9,"natural",34,20000,1,"2023-12-08",6,NA
514339747,1,10,"natural",65,10000,1,"2023-12-08",6,NA
514339747,1,11,"natural",100,1000,1,"2023-12-08",6,NA
514339747,1,13,"natural",1,50000,1,"2023-12-08",6,NA
514339747,1,15,"natural",3,20000,1,"2023-12-08",6,NA
514339747,1,88,"natural",7,5000,1,"2023-12-08",6,NA
514340125,1,88,"natural",9.4,9000,1,"2023-12-08",19,NA
514340125,1,88,"natural",0.93,35000,1,"2023-12-08",19,NA
514340125,1,88,"natural",0.91,25000,1,"2023-12-08",19,NA
514340125,1,88,"natural",0.79,25000,1,"2023-12-08",19,NA
514340125,1,88,"natural",2.72,18000,1,"2023-12-08",19,NA
514340125,1,88,"natural",1.4,15000,1,"2023-12-08",19,NA
514340125,1,88,"natural",0.16,25000,1,"2023-12-08",19,NA
514629154,1,30,"aquaculture",250,25000,1,"2023-12-08",13,NA
514629325,1,30,"aquaculture",250,25000,1,"2023-12-15",13,NA
514629438,1,30,"aquaculture",250,25000,1,"2023-12-22",13,NA
514629560,1,30,"aquaculture",250,25000,1,"2023-12-29",13,NA
514642601,1,2,"natural",25,30000,1,"2023-12-15",6,NA
514642601,1,3,"natural",60,25000,1,"2023-12-15",6,NA
514642601,1,4,"natural",10,20000,1,"2023-12-15",6,NA
514642601,1,5,"natural",25,20000,1,"2023-12-15",6,NA
514642601,1,6,"natural",10,200000,1,"2023-12-15",6,NA
514642601,1,7,"natural",25,25000,1,"2023-12-15",6,NA
514642601,1,8,"natural",65,5000,1,"2023-12-15",6,NA
514642601,1,9,"natural",32,30000,1,"2023-12-15",6,NA
514642601,1,10,"natural",65,10000,1,"2023-12-15",6,NA
514642601,1,13,"natural",1,50000,1,"2023-12-15",6,NA
514642601,1,11,"natural",100,1000,1,"2023-12-15",6,NA
514642601,1,15,"natural",3,20000,1,"2023-12-15",6,NA
514642601,1,88,"natural",6,5000,1,"2023-12-15",6,NA
514679325,2,28,"natural",0.684,35000,1,"2023-12-01",23,NA
514679325,2,16,"natural",0.137,35000,1,"2023-12-01",23,NA
514679325,2,17,"natural",0.376,150000,1,"2023-12-01",23,NA
514679325,2,19,"natural",0.308,100000,1,"2023-12-01",23,NA
514679325,2,99,"natural",6.671,2000,1,"2023-12-01",23,NA
514679325,2,23,"natural",2.805,70000,1,"2023-12-01",23,NA
514679325,2,99,"natural",20.456,70000,1,"2023-12-01",23,NA
514679325,2,99,"natural",0.171,1500,1,"2023-12-01",23,NA
514679325,2,20,"natural",1.745,30000,1,"2023-12-01",23,NA
514679325,2,99,"natural",0.274,30000,1,"2023-12-01",23,NA
514679325,2,99,"natural",0.068,20000,1,"2023-12-01",23,NA
514679325,2,99,"natural",0.034,20000,1,"2023-12-01",23,NA
514713733,1,8,"natural",50,12000,1,"2023-11-10",15,NA
514713733,1,9,"aquaculture",55,15000,1,"2023-11-10",15,NA
514713733,1,2,"aquaculture",7,35000,1,"2023-11-10",15,NA
514713733,1,88,"natural",7,12000,1,"2023-11-10",15,NA
514713733,1,10,"natural",5,15000,1,"2023-11-10",15,NA
514713733,1,3,"natural",3,19000,1,"2023-11-10",15,NA
514713733,1,7,"aquaculture",3,15000,1,"2023-11-10",15,NA
514713733,1,13,"natural",1,150000,1,"2023-11-10",15,NA
514713733,1,11,"natural",2,6000,1,"2023-11-10",15,NA
514720113,1,8,"natural",55,10000,1,"2023-11-17",15,NA
514720113,1,9,"aquaculture",50,13000,1,"2023-11-17",15,NA
514720113,1,2,"aquaculture",7,34000,1,"2023-11-17",15,NA
514720113,1,88,"aquaculture",6,12000,1,"2023-11-17",15,NA
514720113,1,10,"natural",6,15000,1,"2023-11-17",15,NA
514720113,1,3,"aquaculture",6,20000,1,"2023-11-17",15,NA
514720113,1,7,"natural",3,15000,1,"2023-11-17",15,NA
514720113,1,11,"natural",2,5000,1,"2023-11-17",15,NA
514723824,1,8,"natural",55,11000,1,"2023-11-24",15,NA
514723824,1,9,"aquaculture",50,15000,1,"2023-11-24",15,NA
514723824,1,2,"aquaculture",7,35000,1,"2023-11-24",15,NA
514723824,1,88,"natural",6,12000,1,"2023-11-24",15,NA
514723824,1,10,"natural",6,15000,1,"2023-11-24",15,NA
514723824,1,3,"natural",4,19000,1,"2023-11-24",15,NA
514723824,1,7,"aquaculture",3,16000,1,"2023-11-24",15,NA
514723824,1,11,"natural",2,5000,1,"2023-11-24",15,NA
514730056,1,9,"aquaculture",58,15000,1,"2023-11-30",15,NA
514730056,1,8,"natural",50,12000,1,"2023-11-30",15,NA
514730056,1,2,"natural",8,35000,1,"2023-11-30",15,NA
514730056,1,88,"natural",7,12000,1,"2023-11-30",15,NA
514730056,1,10,"natural",7,15000,1,"2023-11-30",15,NA
514730056,1,3,"natural",4,25000,1,"2023-11-30",15,NA
514730056,1,7,"aquaculture",1,15000,1,"2023-11-30",15,NA
514730056,1,13,"natural",1,15000,1,"2023-11-30",15,NA
514730056,1,10,"natural",1,5000,1,"2023-11-30",15,NA
514730844,2,28,"natural",0.456,35000,1,"2023-12-08",23,NA
514730844,2,16,"natural",0.091,35000,1,"2023-12-08",23,NA
514730844,2,17,"natural",0.251,150000,1,"2023-12-08",23,NA
514730844,2,19,"natural",0.205,100000,1,"2023-12-08",23,NA
514730844,2,99,"natural",4.447,2000,1,"2023-12-08",23,NA
514730844,2,23,"natural",1.87,70000,1,"2023-12-08",23,NA
514730844,2,99,"natural",13.638,70000,1,"2023-12-08",23,NA
514730844,2,99,"natural",0.114,1500,1,"2023-12-08",23,NA
514730844,2,99,"natural",1.163,1500,1,"2023-12-08",23,NA
514730844,2,20,"natural",0.114,30000,1,"2023-12-08",23,NA
514730844,2,99,"natural",0.182,30000,1,"2023-12-08",23,NA
514730844,2,99,"natural",0.046,20000,1,"2023-12-08",23,NA
514730844,2,99,"natural",0.023,20000,1,"2023-12-08",23,NA
515022678,1,2,"aquaculture",0.05,36000,1,"2023-11-24",24,NA
515022678,1,3,"aquaculture",0.05,30000,1,"2023-11-24",24,NA
515022678,1,5,"aquaculture",0.05,30000,1,"2023-11-24",24,NA
515022678,1,4,"aquaculture",0.05,26000,1,"2023-11-24",24,NA
515022678,1,10,"aquaculture",0.05,9000,1,"2023-11-24",24,NA
515022708,1,10,"aquaculture",0.05,9000,1,"2023-12-01",24,NA
515022708,1,4,"aquaculture",0.05,25000,1,"2023-12-01",24,NA
515022708,1,3,"aquaculture",0.05,30000,1,"2023-12-01",24,NA
515022708,1,2,"aquaculture",0.05,35000,1,"2023-12-01",24,NA
515022708,1,5,"aquaculture",0.05,30000,1,"2023-12-01",24,NA
515022734,1,4,"aquaculture",0.05,24000,1,"2023-12-08",24,NA
515022734,1,3,"aquaculture",0.05,29000,1,"2023-12-08",24,NA
515022734,1,5,"aquaculture",0.05,30000,1,"2023-12-08",24,NA
515022734,1,10,"aquaculture",0.05,8000,1,"2023-12-08",24,NA
515022734,1,2,"aquaculture",0.05,34000,1,"2023-12-08",24,NA
515022878,1,3,"aquaculture",0.05,30000,1,"2023-12-15",24,NA
515022878,1,4,"aquaculture",0.05,25000,1,"2023-12-15",24,NA
515022878,1,5,"aquaculture",0.05,29000,1,"2023-12-15",24,NA
515022878,1,10,"aquaculture",0.05,8000,1,"2023-12-15",24,NA
515022878,1,2,"aquaculture",0.05,35000,1,"2023-12-15",24,NA
515040251,1,30,"aquaculture",3.45,25000,1,"2023-12-08",25,NA
515040251,1,7,"natural",0.54,80000,1,"2023-12-08",25,NA
515040251,1,8,"natural",8,15000,1,"2023-12-08",25,NA
515040251,1,10,"natural",0.6,20000,1,"2023-12-08",25,NA
515040251,1,11,"aquaculture",1.38,1600,1,"2023-12-08",25,NA
515080873,1,8,"natural",1.43,15000,1,"2023-12-31",21,NA
515080873,1,3,"natural",0.55,20000,1,"2023-12-31",21,NA
515080873,1,88,"natural",0.44,15000,1,"2023-12-31",21,NA
515080873,1,88,"natural",0.22,12000,1,"2023-12-31",21,NA
515080873,1,11,"natural",33,2000,1,"2023-12-31",21,NA
515173889,1,30,"aquaculture",8,10000,1,"2023-10-31",1,NA
515239013,1,8,"natural",1.89,15000,1,"2023-12-15",21,NA
515239013,1,3,"natural",0.73,20000,1,"2023-12-15",21,NA
515239013,1,88,"natural",0.58,15000,1,"2023-12-15",21,NA
515239013,1,88,"natural",0.29,12000,1,"2023-12-15",21,NA
515239013,1,11,"natural",44,2000,1,"2023-12-15",21,NA
515250835,1,8,"natural",1.69,15000,1,"2023-12-22",21,NA
515250835,1,3,"natural",0.65,20000,1,"2023-12-22",21,NA
515250835,1,88,"natural",0.52,15000,1,"2023-12-22",21,NA
515250835,1,88,"natural",0.26,12000,1,"2023-12-22",21,NA
515250835,1,11,"natural",39,2000,1,"2023-12-22",21,NA
515261073,1,8,"natural",1.5,15000,1,"2023-12-29",21,NA
515261073,1,3,"natural",0.58,20000,1,"2023-12-29",21,NA
515261073,1,88,"natural",0.46,15000,1,"2023-12-29",21,NA
515261073,1,88,"natural",0.23,12000,1,"2023-12-29",21,NA
515261073,1,11,"natural",35,2000,1,"2023-12-29",21,NA
515264783,1,3,"aquaculture",0.05,30000,1,"2023-11-17",24,NA
515264783,1,4,"aquaculture",0.05,25000,1,"2023-11-17",24,NA
515264783,1,5,"aquaculture",0.05,30000,1,"2023-11-17",24,NA
515264783,1,10,"aquaculture",0.05,8000,1,"2023-11-17",24,NA
515292950,2,28,"natural",5,20000,1,"2023-12-08",9,NA
515292950,2,17,"natural",5,100000,1,"2023-12-08",9,NA
515292950,2,99,"natural",3,50000,1,"2023-12-08",9,NA
515292950,2,99,"natural",1,30000,1,"2023-12-08",9,NA
515292950,2,23,"natural",5,80000,1,"2023-12-08",9,NA
515292950,2,99,"natural",10,22000,1,"2023-12-08",9,NA
515292950,2,20,"natural",2,100000,1,"2023-12-08",9,NA
515292950,2,21,"natural",4,20000,1,"2023-12-08",9,NA
515292950,2,99,"natural",2,30000,1,"2023-12-08",9,NA
515292950,2,99,"natural",2,10000,1,"2023-12-08",9,NA
515292950,2,19,"natural",2,80000,1,"2023-12-08",9,NA
515292950,2,99,"natural",2,60000,1,"2023-12-08",9,NA
515428557,2,28,"natural",0.456,35000,1,"2023-11-10",23,NA
515428557,2,16,"natural",0.091,35000,1,"2023-11-10",23,NA
515428557,2,17,"natural",0.251,150000,1,"2023-11-10",23,NA
515428557,2,19,"natural",0.205,100000,1,"2023-11-10",23,NA
515428557,2,99,"natural",4.447,2000,1,"2023-11-10",23,NA
515428557,2,23,"natural",1.87,70000,1,"2023-11-10",23,NA
515428557,2,99,"natural",13.638,70000,1,"2023-11-10",23,NA
515428557,2,99,"natural",13.638,70000,1,"2023-11-10",23,NA
515428557,2,99,"natural",0.114,1500,1,"2023-11-10",23,NA
515428557,2,99,"natural",1.163,1500,1,"2023-11-10",23,NA
515428557,2,20,"natural",0.114,30000,1,"2023-11-10",23,NA
515428557,2,99,"natural",0.182,30000,1,"2023-11-10",23,NA
515428557,2,99,"natural",0.046,20000,1,"2023-11-10",23,NA
515428557,2,99,"natural",0.023,20000,1,"2023-11-10",23,NA
515432037,2,16,"natural",35,8000,1,"2023-11-24",18,NA
515432037,2,17,"natural",15,120000,1,"2023-11-24",18,NA
515432089,2,16,"natural",35,8000,1,"2023-11-30",18,NA
515432089,2,17,"natural",15,120000,1,"2023-11-30",18,NA
515439227,2,28,"natural",0.4,35000,1,"2023-11-17",23,NA
515439227,2,16,"natural",0.08,35000,1,"2023-11-17",23,NA
515439227,2,17,"natural",0.22,150000,1,"2023-11-17",23,NA
515439227,2,19,"natural",0.18,100000,1,"2023-11-17",23,NA
515439227,2,99,"natural",3.896,2000,1,"2023-11-17",23,NA
515439227,2,23,"natural",1.638,70000,1,"2023-11-17",23,NA
515439227,2,99,"natural",11.948,70000,1,"2023-11-17",23,NA
515439227,2,99,"natural",0.1,1500,1,"2023-11-17",23,NA
515439227,2,99,"natural",1.019,1500,1,"2023-11-17",23,NA
515439227,2,20,"natural",0.1,30000,1,"2023-11-17",23,NA
515439227,2,99,"natural",0.16,30000,1,"2023-11-17",23,NA
515439227,2,99,"natural",0.04,20000,1,"2023-11-17",23,NA
515439227,2,99,"natural",0.02,20000,1,"2023-11-17",23,NA
515442538,2,16,"natural",35,8000,1,"2023-12-08",18,NA
515442538,2,17,"natural",15,120000,1,"2023-12-08",18,NA
515443011,1,3,"aquaculture",1,35000,2,"2023-11-28",3,NA
515446404,1,2,"aquaculture",1,60000,2,"2023-12-12",3,NA
515446404,1,3,"aquaculture",1,35000,2,"2023-12-12",3,NA
515446404,1,30,"aquaculture",1,35000,2,"2023-12-12",3,NA
515464647,1,3,"aquaculture",20,20000,1,"2023-12-08",12,NA
515464647,1,4,"aquaculture",25,18000,1,"2023-12-08",12,NA
515464647,1,8,"natural",25,15000,1,"2023-12-08",12,NA
515464647,1,15,"natural",7,40000,1,"2023-12-08",12,NA
515464647,1,11,"natural",65,2000,2,"2023-12-08",12,NA
515467346,1,3,"aquaculture",22,20000,1,"2023-12-15",12,NA
515467346,1,4,"aquaculture",20,18000,1,"2023-12-15",12,NA
515467346,1,8,"natural",30,15000,1,"2023-12-15",12,NA
515467346,1,15,"natural",6,40000,1,"2023-12-15",12,NA
515467346,1,11,"natural",60,2000,2,"2023-12-15",12,NA
515509850,2,28,"natural",0.599,35000,1,"2023-11-24",23,NA
515509850,2,16,"natural",0.12,35000,1,"2023-11-24",23,NA
515509850,2,17,"natural",0.33,150000,1,"2023-11-24",23,NA
515509850,2,19,"natural",0.27,100000,1,"2023-11-24",23,NA
515509850,2,99,"natural",5.844,2000,1,"2023-11-24",23,NA
515509850,2,23,"natural",2.458,70000,1,"2023-11-24",23,NA
515509850,2,99,"natural",17.922,70000,1,"2023-11-24",23,NA
515509850,2,99,"natural",0.15,1500,1,"2023-11-24",23,NA
515509850,2,99,"natural",1.528,1500,1,"2023-11-24",23,NA
515509850,2,20,"natural",0.15,30000,1,"2023-11-24",23,NA
515509850,2,99,"natural",0.24,30000,1,"2023-11-24",23,NA
515509850,2,99,"natural",0.06,20000,1,"2023-11-24",23,NA
515509850,2,99,"natural",0.03,20000,1,"2023-11-24",23,NA
515509850,2,26,"natural",67,4000,2,"2023-11-24",23,NA
515520608,1,8,"natural",50,12000,1,"2023-12-08",15,NA
515520608,1,9,"aquaculture",58,20000,1,"2023-12-08",15,NA
515520608,1,30,"natural",6,15000,1,"2023-12-08",15,NA
